Date,Closing_Price,Stock
2023-10-17 00:00:00-04:00,161.91366577148438,HES
2023-10-18 00:00:00-04:00,162.85147094726562,HES
2023-10-19 00:00:00-04:00,163.9472198486328,HES
2023-10-20 00:00:00-04:00,160.92652893066406,HES
2023-10-23 00:00:00-04:00,159.22860717773438,HES
2023-10-24 00:00:00-04:00,153.2266845703125,HES
2023-10-25 00:00:00-04:00,152.41722106933594,HES
2023-10-26 00:00:00-04:00,151.21287536621094,HES
2023-10-27 00:00:00-04:00,141.44989013671875,HES
2023-10-30 00:00:00-04:00,143.3057403564453,HES
2023-10-31 00:00:00-04:00,142.54563903808594,HES
2023-11-01 00:00:00-04:00,140.42324829101562,HES
2023-11-02 00:00:00-04:00,145.86245727539062,HES
2023-11-03 00:00:00-04:00,144.38174438476562,HES
2023-11-06 00:00:00-05:00,143.86842346191406,HES
2023-11-07 00:00:00-05:00,141.11424255371094,HES
2023-11-08 00:00:00-05:00,138.96226501464844,HES
2023-11-09 00:00:00-05:00,138.39955139160156,HES
2023-11-10 00:00:00-05:00,139.771728515625,HES
2023-11-13 00:00:00-05:00,140.8477020263672,HES
2023-11-14 00:00:00-05:00,141.91384887695312,HES
2023-11-15 00:00:00-05:00,142.31858825683594,HES
2023-11-16 00:00:00-05:00,139.64340209960938,HES
2023-11-17 00:00:00-05:00,142.59500122070312,HES
2023-11-20 00:00:00-05:00,142.64434814453125,HES
2023-11-21 00:00:00-05:00,142.4666748046875,HES
2023-11-22 00:00:00-05:00,142.54563903808594,HES
2023-11-24 00:00:00-05:00,143.54266357421875,HES
2023-11-27 00:00:00-05:00,142.6542205810547,HES
2023-11-28 00:00:00-05:00,143.73023986816406,HES
2023-11-29 00:00:00-05:00,137.76779174804688,HES
2023-11-30 00:00:00-05:00,138.75494384765625,HES
2023-12-01 00:00:00-05:00,139.25839233398438,HES
2023-12-04 00:00:00-05:00,139.8704376220703,HES
2023-12-05 00:00:00-05:00,136.61280822753906,HES
2023-12-06 00:00:00-05:00,134.5299072265625,HES
2023-12-07 00:00:00-05:00,130.53192138671875,HES
2023-12-08 00:00:00-05:00,132.77276611328125,HES
2023-12-11 00:00:00-05:00,134.45094299316406,HES
2023-12-12 00:00:00-05:00,133.06890869140625,HES
2023-12-13 00:00:00-05:00,134.97413635253906,HES
2023-12-14 00:00:00-05:00,141.2623291015625,HES
2023-12-15 00:00:00-05:00,143.19122314453125,HES
2023-12-18 00:00:00-05:00,144.30023193359375,HES
2023-12-19 00:00:00-05:00,145.63699340820312,HES
2023-12-20 00:00:00-05:00,144.33984375,HES
2023-12-21 00:00:00-05:00,144.7161102294922,HES
2023-12-22 00:00:00-05:00,145.12208557128906,HES
2023-12-26 00:00:00-05:00,147.17178344726562,HES
2023-12-27 00:00:00-05:00,147.12225341796875,HES
2023-12-28 00:00:00-05:00,143.3199462890625,HES
2023-12-29 00:00:00-05:00,142.7456512451172,HES
2024-01-02 00:00:00-05:00,143.3595428466797,HES
2024-01-03 00:00:00-05:00,146.35983276367188,HES
2024-01-04 00:00:00-05:00,144.32003784179688,HES
2024-01-05 00:00:00-05:00,143.63681030273438,HES
2024-01-08 00:00:00-05:00,142.44857788085938,HES
2024-01-09 00:00:00-05:00,138.79478454589844,HES
2024-01-10 00:00:00-05:00,137.55703735351562,HES
2024-01-11 00:00:00-05:00,138.41851806640625,HES
2024-01-12 00:00:00-05:00,140.37908935546875,HES
2024-01-16 00:00:00-05:00,136.93321228027344,HES
2024-01-17 00:00:00-05:00,136.7351837158203,HES
2024-01-18 00:00:00-05:00,135.7648162841797,HES
2024-01-19 00:00:00-05:00,135.97274780273438,HES
2024-01-22 00:00:00-05:00,136.42823791503906,HES
2024-01-23 00:00:00-05:00,136.01234436035156,HES
2024-01-24 00:00:00-05:00,138.893798828125,HES
2024-01-25 00:00:00-05:00,142.6168975830078,HES
2024-01-26 00:00:00-05:00,142.8446502685547,HES
2024-01-29 00:00:00-05:00,141.54750061035156,HES
2024-01-30 00:00:00-05:00,142.11192321777344,HES
2024-01-31 00:00:00-05:00,139.15126037597656,HES
2024-02-01 00:00:00-05:00,140.1117401123047,HES
2024-02-02 00:00:00-05:00,144.52798461914062,HES
2024-02-05 00:00:00-05:00,144.03289794921875,HES
2024-02-06 00:00:00-05:00,144.61709594726562,HES
2024-02-07 00:00:00-05:00,143.7754364013672,HES
2024-02-08 00:00:00-05:00,144.83494567871094,HES
2024-02-09 00:00:00-05:00,140.6761474609375,HES
2024-02-12 00:00:00-05:00,142.10202026367188,HES
2024-02-13 00:00:00-05:00,141.5871124267578,HES
2024-02-14 00:00:00-05:00,141.32965087890625,HES
2024-02-15 00:00:00-05:00,146.53807067871094,HES
2024-02-16 00:00:00-05:00,146.97373962402344,HES
2024-02-20 00:00:00-05:00,145.24090576171875,HES
2024-02-21 00:00:00-05:00,147.04306030273438,HES
2024-02-22 00:00:00-05:00,148.171875,HES
2024-02-23 00:00:00-05:00,147.64706420898438,HES
2024-02-26 00:00:00-05:00,148.48873901367188,HES
2024-02-27 00:00:00-05:00,143.89425659179688,HES
2024-02-28 00:00:00-05:00,143.9734649658203,HES
2024-02-29 00:00:00-05:00,144.32003784179688,HES
2024-03-01 00:00:00-05:00,146.73609924316406,HES
2024-03-04 00:00:00-05:00,144.181396484375,HES
2024-03-05 00:00:00-05:00,144.92404174804688,HES
2024-03-06 00:00:00-05:00,141.61680603027344,HES
2024-03-07 00:00:00-05:00,142.9139862060547,HES
2024-03-08 00:00:00-05:00,143.4585723876953,HES
2024-03-11 00:00:00-04:00,145.51817321777344,HES
2024-03-12 00:00:00-04:00,145.19139099121094,HES
2024-03-13 00:00:00-04:00,147.50845336914062,HES
2024-03-14 00:00:00-04:00,149.18186950683594,HES
2024-03-15 00:00:00-04:00,149.81544494628906,HES
2024-03-18 00:00:00-04:00,149.16001892089844,HES
2024-03-19 00:00:00-04:00,150.9376220703125,HES
2024-03-20 00:00:00-04:00,148.29603576660156,HES
2024-03-21 00:00:00-04:00,148.30596923828125,HES
2024-03-22 00:00:00-04:00,148.59397888183594,HES
2024-03-25 00:00:00-04:00,150.33184814453125,HES
2024-03-26 00:00:00-04:00,148.56417846679688,HES
2024-03-27 00:00:00-04:00,149.50759887695312,HES
2024-03-28 00:00:00-04:00,151.5831298828125,HES
2024-04-01 00:00:00-04:00,153.7082977294922,HES
2024-04-02 00:00:00-04:00,154.43324279785156,HES
2024-04-03 00:00:00-04:00,155.09860229492188,HES
2024-04-04 00:00:00-04:00,155.03903198242188,HES
2024-04-05 00:00:00-04:00,156.3598175048828,HES
2024-04-08 00:00:00-04:00,154.6914520263672,HES
2024-04-09 00:00:00-04:00,155.25750732421875,HES
2024-04-10 00:00:00-04:00,156.89608764648438,HES
2024-04-11 00:00:00-04:00,156.54849243164062,HES
2024-04-12 00:00:00-04:00,152.149169921875,HES
2024-04-15 00:00:00-04:00,150.5701904296875,HES
2024-04-16 00:00:00-04:00,149.21958923339844,HES
2024-04-17 00:00:00-04:00,149.75587463378906,HES
2024-04-18 00:00:00-04:00,150.7290802001953,HES
2024-04-19 00:00:00-04:00,153.2812957763672,HES
2024-04-22 00:00:00-04:00,155.1482696533203,HES
2024-04-23 00:00:00-04:00,155.85336303710938,HES
2024-04-24 00:00:00-04:00,158.0281982421875,HES
2024-04-25 00:00:00-04:00,160.3321075439453,HES
2024-04-26 00:00:00-04:00,161.40464782714844,HES
2024-04-29 00:00:00-04:00,162.00048828125,HES
2024-04-30 00:00:00-04:00,156.39955139160156,HES
2024-05-01 00:00:00-04:00,155.6845245361328,HES
2024-05-02 00:00:00-04:00,157.46212768554688,HES
2024-05-03 00:00:00-04:00,157.7600555419922,HES
2024-05-06 00:00:00-04:00,158.2963104248047,HES
2024-05-07 00:00:00-04:00,157.3926239013672,HES
2024-05-08 00:00:00-04:00,156.568359375,HES
2024-05-09 00:00:00-04:00,158.84251403808594,HES
2024-05-10 00:00:00-04:00,159.2893829345703,HES
2024-05-13 00:00:00-04:00,158.50485229492188,HES
2024-05-14 00:00:00-04:00,157.38267517089844,HES
2024-05-15 00:00:00-04:00,155.63487243652344,HES
2024-05-16 00:00:00-04:00,155.2277069091797,HES
2024-05-17 00:00:00-04:00,157.0152587890625,HES
2024-05-20 00:00:00-04:00,154.75103759765625,HES
2024-05-21 00:00:00-04:00,153.53948974609375,HES
2024-05-22 00:00:00-04:00,150.28219604492188,HES
2024-05-23 00:00:00-04:00,149.2394561767578,HES
2024-05-24 00:00:00-04:00,150.34176635742188,HES
2024-05-28 00:00:00-04:00,150.99720764160156,HES
2024-05-29 00:00:00-04:00,147.8491668701172,HES
2024-05-30 00:00:00-04:00,149.16995239257812,HES
2024-05-31 00:00:00-04:00,153.03302001953125,HES
2024-06-03 00:00:00-04:00,148.2265167236328,HES
2024-06-04 00:00:00-04:00,147.0149688720703,HES
2024-06-05 00:00:00-04:00,146.00204467773438,HES
2024-06-06 00:00:00-04:00,146.95538330078125,HES
2024-06-07 00:00:00-04:00,146.51841735839844,HES
2024-06-10 00:00:00-04:00,146.7865753173828,HES
2024-06-11 00:00:00-04:00,146.97525024414062,HES
2024-06-12 00:00:00-04:00,144.87985229492188,HES
2024-06-13 00:00:00-04:00,142.75466918945312,HES
2024-06-14 00:00:00-04:00,142.8921356201172,HES
2024-06-17 00:00:00-04:00,143.02163696289062,HES
2024-06-18 00:00:00-04:00,142.77259826660156,HES
2024-06-20 00:00:00-04:00,146.56777954101562,HES
2024-06-21 00:00:00-04:00,145.61151123046875,HES
2024-06-24 00:00:00-04:00,149.78521728515625,HES
2024-06-25 00:00:00-04:00,149.33697509765625,HES
2024-06-26 00:00:00-04:00,146.58770751953125,HES
2024-06-27 00:00:00-04:00,146.96621704101562,HES
2024-06-28 00:00:00-04:00,146.94631958007812,HES
2024-07-01 00:00:00-04:00,147.54397583007812,HES
2024-07-02 00:00:00-04:00,148.3408660888672,HES
2024-07-03 00:00:00-04:00,148.61976623535156,HES
2024-07-05 00:00:00-04:00,146.30880737304688,HES
2024-07-08 00:00:00-04:00,146.0597686767578,HES
2024-07-09 00:00:00-04:00,145.21307373046875,HES
2024-07-10 00:00:00-04:00,147.10568237304688,HES
2024-07-11 00:00:00-04:00,147.1654510498047,HES
2024-07-12 00:00:00-04:00,147.80296325683594,HES
2024-07-15 00:00:00-04:00,150.0242919921875,HES
2024-07-16 00:00:00-04:00,149.94459533691406,HES
2024-07-17 00:00:00-04:00,153.8095245361328,HES
2024-07-18 00:00:00-04:00,154.83551025390625,HES
2024-07-19 00:00:00-04:00,152.01651000976562,HES
2024-07-22 00:00:00-04:00,149.63580322265625,HES
2024-07-23 00:00:00-04:00,146.2091827392578,HES
2024-07-24 00:00:00-04:00,146.43829345703125,HES
2024-07-25 00:00:00-04:00,149.2672576904297,HES
2024-07-26 00:00:00-04:00,149.6656951904297,HES
2024-07-29 00:00:00-04:00,148.18148803710938,HES
2024-07-30 00:00:00-04:00,151.10009765625,HES
2024-07-31 00:00:00-04:00,152.8233642578125,HES
2024-08-01 00:00:00-04:00,140.68077087402344,HES
2024-08-02 00:00:00-04:00,136.77601623535156,HES
2024-08-05 00:00:00-04:00,131.92495727539062,HES
2024-08-06 00:00:00-04:00,130.86907958984375,HES
2024-08-07 00:00:00-04:00,130.60012817382812,HES
2024-08-08 00:00:00-04:00,132.93101501464844,HES
2024-08-09 00:00:00-04:00,133.8773193359375,HES
2024-08-12 00:00:00-04:00,134.48495483398438,HES
2024-08-13 00:00:00-04:00,133.46893310546875,HES
2024-08-14 00:00:00-04:00,133.61834716796875,HES
2024-08-15 00:00:00-04:00,135.80978393554688,HES
2024-08-16 00:00:00-04:00,136.05880737304688,HES
2024-08-19 00:00:00-04:00,137.6426239013672,HES
2024-08-20 00:00:00-04:00,135.49102783203125,HES
2024-08-21 00:00:00-04:00,135.8197479248047,HES
2024-08-22 00:00:00-04:00,135.60060119628906,HES
2024-08-23 00:00:00-04:00,137.6426239013672,HES
2024-08-26 00:00:00-04:00,137.7621612548828,HES
2024-08-27 00:00:00-04:00,136.93539428710938,HES
2024-08-28 00:00:00-04:00,136.2181854248047,HES
2024-08-29 00:00:00-04:00,137.58285522460938,HES
2024-08-30 00:00:00-04:00,137.52310180664062,HES
2024-09-03 00:00:00-04:00,133.7378692626953,HES
2024-09-04 00:00:00-04:00,130.64993286132812,HES
2024-09-05 00:00:00-04:00,128.5182647705078,HES
2024-09-06 00:00:00-04:00,125.808837890625,HES
2024-09-09 00:00:00-04:00,128.37879943847656,HES
2024-09-10 00:00:00-04:00,126.03793334960938,HES
2024-09-11 00:00:00-04:00,125.85863494873047,HES
2024-09-12 00:00:00-04:00,127.14362335205078,HES
2024-09-13 00:00:00-04:00,128.07000732421875,HES
2024-09-16 00:00:00-04:00,128.9199981689453,HES
2024-09-17 00:00:00-04:00,130.80999755859375,HES
2024-09-18 00:00:00-04:00,131.38999938964844,HES
2024-09-19 00:00:00-04:00,133.5,HES
2024-09-20 00:00:00-04:00,134.39999389648438,HES
2024-09-23 00:00:00-04:00,135.33999633789062,HES
2024-09-24 00:00:00-04:00,135.5500030517578,HES
2024-09-25 00:00:00-04:00,132.2100067138672,HES
2024-09-26 00:00:00-04:00,130.6699981689453,HES
2024-09-27 00:00:00-04:00,133.61000061035156,HES
2024-09-30 00:00:00-04:00,135.8000030517578,HES
2024-10-01 00:00:00-04:00,138.9600067138672,HES
2024-10-02 00:00:00-04:00,140.33999633789062,HES
2024-10-03 00:00:00-04:00,140.8699951171875,HES
2024-10-04 00:00:00-04:00,140.33999633789062,HES
2024-10-07 00:00:00-04:00,140.27999877929688,HES
2024-10-08 00:00:00-04:00,137.33999633789062,HES
2024-10-09 00:00:00-04:00,138.47999572753906,HES
2024-10-10 00:00:00-04:00,139.42999267578125,HES
2024-10-11 00:00:00-04:00,139.7899932861328,HES
2024-10-14 00:00:00-04:00,139.88999938964844,HES
2024-10-15 00:00:00-04:00,135.92999267578125,HES
